연,월,일,시,분,지역,송출내용
2021,07,13,09,59,동대문구,[동대문구청] 수도권 거리두기가 25일까지 4단계로 격상되었으며 내일(14일)부터 장안근린공원에 임시선별검사소를 추가운영하니 ddm.go.kr 참조하시기 바랍니다
2021,07,13,13,49,강북구,"[강북구청]25일까지 수도권거리두기 4단계 시행, 오늘 13일부터 시범공영주차장(강북구청옆)임시선별검사소 추가운영, www.gangbuk.go.kr 참고바랍니다."
2021,07,13,14,48,도봉구,"[도봉구청 ]7.5.(월)~7.11.(일) 창동 소재 하누소 2층 방문자는 가까운 선별진료소(2091-4483,4490)에서 코로나19 검사를 받으시기 바랍니다."
2021,07,13,16,03,중랑구,[중랑구청] 7.7.~7.10. 중랑구 썸노래연습장(망우본동) 방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,07,13,16,19,영등포구,"[영등포구청] 임시선별검사소 추가 운영. 여의도공원 문화의마당. 평일 9시~21시, 토요일 및 공휴일 9시~18시(소독시간 13시~14시, 일요일 미운영)"
2021,07,13,19,06,송파구,"[송파구청] 7.6. 21:00~익일 04:30, 7.7. 21:00~익일 04:30 방이2동 OOO뮤직타운(올림픽로 32길) 방문자는 검사 받으시길 바랍니다."
2021,07,13,19,28,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,14,11,13,양천구,[양천구청] 만55~59세(1962~1966년생) 코로나백신(모더나) 금일(7월14일) 저녁 8시부터 접종예약 재개함을 안내드립니다. ncvr.kdca.go.kr
2021,07,14,11,36,강서구,[강서구청] 1962~1966년생 대상 코로나백신(모더나) 금일(7월14일) 저녁 8시부터 접종예약 재개함을 안내드립니다. ncvr.kdca.go.kr
2021,07,14,14,10,서초구,"[서초구청]7.11 12시~20:40, 7.12 13시~16:30 신세계백화점강남점 본관(신반포로176)10층 아동코너 방문자중 유증상자는 코로나19 검사바랍니다"
2021,07,14,15,11,영등포구,[영등포구청] 55~59세 코로나19 백신(모더나) 접종예약이 7월 14일(금일) 저녁 8시부터 재개됨을 알려드립니다. ncvr.kdca.go.kr
2021,07,14,16,07,중랑구,[중랑구청] 만55~59세(1962~1966년생) 코로나 백신접종 예약이 7월14일 오늘 저녁 8시에 재개됨을 안내드립니다. 누리집: ncvr.kdca.go.kr
2021,07,14,17,00,노원구,[노원구청] 만55~59세(1962~1966년생 대상) 코로나 백신접종 예약이 7월14일 오늘저녁 8시에 재개됩니다.예약 홈페이지: ncvr.kdca.go.kr
2021,07,14,17,41,도봉구,[도봉구청] 55~59세(1962~1966년생) 코로나19 백신접종 예약이 7월 14일 오늘 저녁 8시에 재개됩니다. 예약 홈페이지: ncvr.kdca.go.kr
2021,07,14,17,44,성북구,[성북구청] 만55~59세(1962~1966년생 대상) 코로나 백신접종 예약이 7월14일 오늘저녁 8시에 재개됩니다. 예약 홈페이지: ncvr.kdca.go.kr
2021,07,14,17,48,강북구,[강북구청] 만55~59세(1962~1966년생 대상)코로나 백신접종 예약이 7월14일 오늘저녁 8시에 재개됩니다. 예약 홈페이지: ncvr.kdca.go.kr
2021,07,14,18,08,강북구,"[강북구청]7.2.(금)~14.(수) 나원뮤지션음악학원(노해로 109 3층) 방문자는 강북보건소(평일9~20:30,주말9~17:30)검사바랍니다.☎901-7704"
2021,07,15,10,05,용산구,"[용산구청]7/9(금), 7/10(토), 7/12(월) 영광정육식당(서빙고로91나길104)  방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다."
2021,07,15,11,49,강동구,"[강동구청]7/11(일)14:00~7/14(수)[푸른들바둑(천호대로1132, 2층,성내동)]방문자는 가까운 선별진료소에서 검사바랍니다.(02-3425-6713)"
2021,07,15,13,27,동작구,"[동작구청] 코로나19 무료 선별검사소를 동작구청 주차장(운영시간:평일10~17시,토요일10~14시)에 추가 설치하여 운영하오니 많이 이용하여 주시기 바랍니다."
2021,07,15,13,44,성동구,"[성동구청]코로나19검사 선별진료소 3곳운영/ 성동구보건소,성동구청,성수구두테마공원, 홈페이지 실시간 대기현황 확인후 방문(https://www.sd.go.kr)"
2021,07,15,16,53,성북구,[성북구청] 음식점·카페 운영자 및 종사자 선제검사 행정명령 시행. 2021.8.21(토)까지 인근 보건소 및 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,07,15,17,11,구로구,"[구로구청] 7.1~7.13.기간 내 구로2,3,4동, 가리봉동 소재 호프집, 노래방, 건설현장 방문자는 거주지 임시선별진료소에서 자발적인 코로나19검사 바랍니다"
2021,07,16,12,55,송파구,[송파구청] 7.10(토) 21:30~22:10 방이2동 간판없음(백제고분로 455) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,07,16,14,40,서초구,"[서초구청] 7.7(수)~10(토) 11시~20시 올리브(신반포로 200, 고투몰 A103호) 방문자중 유증상자는 코로나19 검사 받으시기 바랍니다."
2021,07,16,15,01,서초구,"[서초구청] 7.12~7.14 신세계백화점 강남점(신반포로176) 본관 B1 델리코너, 7.12 신관2층 명품관 방문자중 유증상자는 코로나19 검사바랍니다."
2021,07,16,16,26,성북구,[성북구청] 7.11(일)~7.13(화) 종암동 유정식당(북악산로29길 21) 방문자는 반드시 성북구보건소(선별진료소)에서 코로나19 검사를 받으시기 바랍니다.
2021,07,16,18,14,송파구,"[송파구청] 찾아가는 선별진료소 설치운영(서울시 직영)▶장소: 석촌호수 송파관광정보센터 앞, 운영일시: 7.16.~7.31.▶세부정보: han.gl/T8Otg"
2021,07,16,19,48,마포구,"[마포구청] 금일 불광천, 홍제천, 향동천 급격한 수위 상승으로 출입 통제하오니 하천 밖으로 이동하여 주시기 바랍니다."
2021,07,17,09,16,은평구,"[은평구청] 7.8(목)~7.16(금) NC백화점 불광점(불광로 20) 지하1~2층,지상4/8층 방문자는 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다."
2021,07,17,14,08,송파구,[송파구청] 찾아가는 선별진료소 안내(정정) ▶변경장소:아시아근린공원(지하철9호선 종합운동장역 9번출구 앞) ▶ han.gl/T8Otg
2021,07,17,15,47,중랑구,"[중랑구청] 7.17.(토)~7.18.(일) 면목역 임시선별검사소를 저녁 6시까지 연장 운영하오니, 코로나19 무료 검사를 받으시기 바랍니다."
2021,07,17,17,57,강북구,"[강북구청]7.10.(토) 수유기원(강북구 도봉로 377 2층, 소독완료) 방문자는 강북보건소(평일9~21시, 주말9~18시)검사바랍니다.☎901-7704"
2021,07,17,18,08,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,18,11,46,노원구,"[노원구청] 7.10.(토), 11.(일) 6:00~9:00에 불암산스포츠타운 배드민턴장을 이용하신 분들은 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다."
2021,07,18,18,06,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,19,09,00,서초구,[서초구청] 7.16(금)~17(토) 12:30~20:30 신세계백화점 강남점(신반포로176) 신관2층 명품관 방문자중 유증상자는 코로나19 검사바랍니다.
2021,07,19,13,20,강남구,"[강남구청] 오늘10시 폭염경보 발효, 14~16시 강남구 임시선별검사소 운영이 중단됩니다 (보건소 선별진료소는 정상운영)"
2021,07,19,14,45,마포구,"[마포구청] 금일 불광천, 홍제천, 향동천 급격한 수위 상승으로 출입을 통제하오니 하천 밖으로 이동하여 주시기 바랍니다."
2021,07,19,14,57,마포구,[마포구청] 7월 19일 14시 50분 불광천 수위상승으로 불광천 하부도로를 통제하오니 인근 차량은 우회 하시기 바랍니다.
2021,07,19,16,29,서대문구,[서대문구보건소 선별진료소 운영중단]전기 공급 중단으로 선별진료소 운영이 중단됩니다.-2021.07.19.(월)~07.20.(화) 13시까지
2021,07,19,16,54,영등포구,[영등포구청] 50~54세(67~71년생) 코로나19 백신접종 7.19(월) 20시~7.24(토) 18시까지 순차적 사전예약가능합니다 ncvr.kdca.go.kr
2021,07,19,17,32,노원구,[노원구청] 7.15.(목) ∼ 7.18.(일) 기간동안 광운대학교 아이스링크장을 방문하신 분들은 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다.
2021,07,19,17,50,중랑구,[중랑구청] 만53~54세(1967~1968년생) 코로나 백신접종 예약이 7월19일 오늘 저녁 8시에 시작됨을 안내드립니다. 누리집: ncvr.kdca.go.kr
2021,07,19,18,01,노원구,[노원구청] 만53~54세(1967~1968년생 대상) 코로나 백신접종 예약이 7월19일 오늘저녁 8시에 시작됩니다.예약 홈페이지: ncvr.kdca.go.kr
2021,07,19,19,20,도봉구,[도봉구청] 53~54세(1967~1968년생) 코로나19 백신접종 예약이 7월 19일 오늘 저녁 8시~20일 저녁 6시 진행됩니다. ncvr.kdca.go.kr
2021,07,20,16,03,강서구,[강서구청] 50~54세(67~71년생) 코로나19 백신접종 7.19(월) 20시~7.24(토) 18시까지 순차적 사전예약가능합니다 ncvr.kdca.go.kr
2021,07,20,17,28,도봉구,[도봉구청]코로나19 예방접종 예약안내▲50~52세:20일 20시~21일 18시▲50~54세(미예약자): 21일 20시~24일 18시 ncvr.kdca.go.kr
2021,07,20,18,37,중랑구,[중랑구청] 만50~52세(1969~1971년생) 코로나 백신접종 예약이 7월20일 오늘 저녁 8시에 시작됨을 안내드립니다. 누리집: ncvr.kdca.go.kr
2021,07,20,18,40,노원구,[노원구청] 만50~52세(1969~1971년생 대상) 코로나 백신접종 예약이 7월20일 오늘저녁 8시에 시작됩니다.예약 홈페이지: ncvr.kdca.go.kr
2021,07,21,11,12,금천구,[금천구청] 금천구청 청사 내 확진자 발생으로 직원 전수검사 및 방역소독을 위해 21. 7. 21.(수) 11:00~18:00 금천구청 청사 출입을 제한합니다.
2021,07,21,14,41,중랑구,"[중랑구청] 폭염이 지속됨에 따라 7. 21.(수) 15~16시 중랑구 임시선별검사소(면목역 광장, 망우역 광장) 운영이 중단됨을 안내드립니다."
2021,07,21,17,58,노원구,"[노원구청] 7.22(목)~8.6(금) 폭염기간동안 임시선별검사소(노원구청, 구민회관) 운영시간 변경 안내. 9시~17시 운영(폭염으로 12~14시 운영 중단)."
2021,07,21,18,00,마포구,"[마포구청]폭염피해 예방을 위해 선별진료소, 임시선별검사소(서강, 홍익)에 점심·소독시간을 13시~15시까지 변경, 운영함을 알려드립니다.(7.22~8.31)"
2021,07,22,09,57,종로구,"[종로구청]폭염피해 예방을 위해 코로나19 임시선별검사소(탑골공원, 종로구민회관) 점심·소독시간을 13시~15시까지 변경운영함을 알려드립니다.(7.22~8.31)"
2021,07,22,11,37,중랑구,"[중랑구청] 7. 22.(목) ~ 8.8.(일) 폭염으로 인해 중랑구 임시선별검사소(면목역광장, 망우역공원) 12시~2시 운영이 중단됨을 안내드립니다."
2021,07,22,12,53,서초구,[서초구청] 7.12(월)~7.19(월) 10시~18시 반포프라자 뷰안경콘택트(신반포로3길 8 104호) 방문자는 코로나19 검사 바랍니다.
2021,07,22,13,48,송파구,"[송파구청] 7.19(월) 17:53~22:00, 7.20(화) 16:35~22:00 거여1동 레이드PC방(마천로 264) 방문자는 검사 받으시길 바랍니다."
2021,07,22,15,01,양천구,[양천구청] 50~54세(67~71년생) 코로나19 백신접종 예약 7.24.(토) 18시까지/ ncvr.kdca.go.kr
2021,07,22,18,51,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,23,11,00,강동구,"[강동구청]7/15(목) ~ 7/19(월)[노다지PC방(강동구 양재대로 1339, 성내동)] 방문자는 가까운 선별진료소에서 검사 바랍니다(02-3425-6713)"
2021,07,23,14,41,서초구,"[서초구청] 7.19~20 10:30~20시, 7.21 10:30~18시 신세계강남점(신반포로176) 신관9층 주방코너 방문자는 유증상시 코로나19 검사바랍니다."
2021,07,23,15,11,송파구,[송파구청] 7.20.(화) 18:00~19:20 풍납1동 소재 종로빈대떡(풍납동 123-34) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,07,23,16,08,중랑구,[중랑구청] 만50~59세(1962~1971년생) 코로나 백신접종 예약이 7월24일 18시에 마감되오니 서둘러 예약해주세요. 누리집: ncvr.kdca.go.kr
2021,07,23,16,36,중랑구,[중랑구청] 7.24.(토)부터 폭염으로 인해 중랑구보건소 선별진료소 12시~2시 운영이 중단됨을 안내드립니다.
2021,07,23,17,26,성북구,[성북구청] 음식점·카페 운영자·종사자 선제검사 행정명령 시행. 8.21(토)까지 빠른 시일 내에 보건소(선별진료소)에서 코로나19 검사를 받으시기 바랍니다.
2021,07,24,15,47,동작구,"[동작구청]7.17(토)~7.24(토)장성그랜드보석사우나(동작구 장승배기로 113,노량진2동)에 방문하신 분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,07,24,18,29,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,25,12,33,송파구,[송파구청] 7.15(목)~7.17(토) 마천2동 고흥집(마천로 51길 37) 방문자는 검사 받으시길 바랍니다.
2021,07,25,14,42,동작구,"[동작구청]7.17(토)~7.22(목) 보라매스파사우나(동작구 보라매로5가길24,신대방2동) 남탕이용자께서는 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,07,25,14,57,강북구,"[강북구청]7.26~8.8폭염 선별진료소(한천로 897)운영시간변경.평일9~21시(13~15,18~19시 중단),주말 9~18시(13~15시중단)☎901-7704"
2021,07,25,16,21,서초구,"[서초구청] 7.22 12시~20시, 7.23 10:30~17시 신세계강남점(신반포로176) 식품관 베이커리코너 방문자는 유증상시 코로나19 검사바랍니다."
2021,07,25,16,40,강동구,"[강동구청]7/17(토)~7/20 (화) 한국경혈마사지(양재대로 1474, 길동) 방문자는 가까운 선별진료소에서 검사받으시기 바랍니다.(02-3425-6713)"
2021,07,26,10,07,동대문구,[동대문구청]수도권거리두기 4단계가 8월8일까지 연장되며 외대앞역광장에 임시선별검사소를 평일9~18시 주말9~13시까지 추가운영하니 ddm.go.kr 참조바랍니다
2021,07,26,14,20,서초구,[서초구청] 7.14(수) 08:00~14:25 서초 21번 마을버스 이용승객 중 유증상자는 가까운 선별진료소에서 코로나19 검사 받으시기 바랍니다.
2021,07,26,14,45,용산구,[용산구청] 7.14.(수)~7.22.(목) 히든싱어 7080 라이브카페(청파로 275) 방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,07,26,17,43,중랑구,"[중랑구청] 7.27.(화)부터 폭염으로 인하여 중랑구 보건소선별진료소는 12시~15시, 18시~18시30분 운영이 중단됨을 안내드립니다."
2021,07,26,18,14,성동구,"[성동구청]7.17(토)~25(일)성동구 동일로 41""오가네밥상""(성수2가1동) 방문자는 보건소에서 코로나19검사를 받으시기 바랍니다. ☎ 02-2286-7172"
2021,07,27,11,17,성북구,[성북구청] 7.22.~7.23. T world 가나안대리점 보문역점(보문로 113) 방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,07,27,13,32,송파구,[송파구청] 7.23.(금) 20:00~21:00 가락본동 명가통닭(중대로 215) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,07,27,17,14,강동구,"[강동구청]7/19(월)19:40~21:50,7/20(화)20:00~21:50호미도반점(진황도로 36)방문자는가까운선별진료소검사바랍니다.(02-3425-6713)"
2021,07,27,17,40,동작구,"[동작구청]7.17(토)∼7.24(토) 장성그랜드보석사우나(동작구 장승배기로113, 노량진2동)에 방문하신분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,07,28,10,50,서초구,[서초구청] 7.21(수)~23(금) 13시~22시 나무당구장(강남대로23길 23 지하1층) 방문자는 가까운 선별진료소에서 코로나19 검사 받으시기 바랍니다.
2021,07,28,11,00,금천구,"[금천구청]폭염이 지속됨에 따라 14시~16시까지 코로나19 선별진료소(금천구보건소) 및 임시선별검사소(필승아파트,독산보건분소) 방문을 자제하여 주시기 바랍니다."
2021,07,28,11,35,동대문구,[동대문구청]폭염으로 인하여 내일(7월29일)부터 보건소및임시선별검사소 운영을 오후 1시부터 3시까지 중단하오니 자세한사항은 ddm.go.kr 참조하시기 바랍니다
2021,07,28,18,54,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,29,16,10,중랑구,"[중랑구청] 7.26(월) 면목2동 보드게임 카페 레인보우(중랑천로 58) 방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다.(☎120,1339)"
2021,07,29,19,22,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,07,30,18,30,송파구,"[송파구청]7.23 14:10~16:45, 7.26 15:20~18:40, 7.27 18:50~19:45 송파2동 핫플 PC방(가락로28길9)방문자는 검사바랍니다"
2021,07,31,16,36,동작구,"[동작구청] 7.17(토)~7.30(금) 청와대노래연습장(동작구 대림로 40-1, 신대방1동)에 방문하신 분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,07,31,16,43,동작구,"[동작구청] 7.25.(일) 현대대중목욕탕(동작구 현충로 115, 흑석동) 남탕사우나를 방문하신 분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,07,31,17,55,강북구,"[강북구청]7.23. 7.29 노랑통닭 미아점 (도봉로10가길 16) 방문자는 보건소에서 검사 바랍니다.검사 시간[평일9~21시, 주말9~18시]☎901-7704"
2021,08,01,17,06,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,03,09,59,용산구,[용산구청] 7.26.(월)~7.31.(토) 용문동 쓰리팝PC방(효창원로37길29 진로마트2층) 방문자는 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,08,03,17,32,강북구,"[강북구청]7.30, 8.1.~2. 엔제리너스 미아삼거리(도봉로10나길 4)방문자는 강북보건소(평일9~20:30,주말9~17:30)검사바랍니다.☎901-7704"
2021,08,04,17,07,중랑구,[중랑구청] 8.4.(수)부터 망우저류조공원(망우리공원 입구)에 드라이브 스루 임시선별검사소를 운영합니다. 승용차 안에서 편하게 코로나19 검사를 받으세요.
2021,08,05,17,24,동작구,"[동작구청]코로나19 선별진료소 3곳운영/동작구보건소,동작구청,사당문화회관,홈페이지 실시간 대기현황 확인 후 방문(https://www.dongjak.go.kr)"
2021,08,05,17,53,양천구,[양천구청] 60~74세 미접종자(47~61년생) 코로나19 백신(AZ)접종 사전예약 8.18.(수) 18시까지/ ncvr.kdca.go.kr
2021,08,05,19,19,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사 바랍니다
2021,08,06,16,43,영등포구,"[영등포구청] 18~49세, 코로나19 백신(화이자 또는 모더나) 접종예약이 8.9(월) 20시부터 10부제로 예약됨을 알려드립니다. ncvr.kdca.go.kr"
2021,08,06,17,22,은평구,"[은평구청]보건소선별진료소 운영시간, 8.9(월)부터 평일 9~18시(소독12~14시), 주말,공휴일 9~13시, 드라이브스루(혁신파크)월~토18시까지(일 휴무)"
2021,08,06,19,12,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,09,12,52,중랑구,"[중랑구청] 폭염기간 연장으로 8.9.(월)~8.16.(월)까지 중랑구 임시선별검사소(면목역광장, 망우역공원) 평일 12시~14시 운영중단이 연장됨을 안내드립니다"
2021,08,09,13,35,성동구,"[성동구청]1972~2003년생 백신예약 안내/주민등록상 생일이 9,19,29일 구민. 오늘20:00~내일18:00까지 온라인 ncvr.kdca.go.kr 신청"
2021,08,09,17,47,중랑구,[중랑구청]18~49세 백신접종 사전예약이 오늘 시작되오니 생일끝자리와 같은 날 20시부터 다음날 18시까지 예약 바랍니다. 누리집: ncvr.kdca.go.kr
2021,08,09,18,34,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,10,12,29,성동구,"[성동구청]1972~2003년생 백신예약 안내/주민등록상 생일이 10,20,30일 구민. 오늘20:00~내일18:00까지 온라인 ncvr.kdca.go.kr 신청"
2021,08,10,14,06,송파구,[송파구청] 8.2(월)~8.4(수) 가락본동 에스컬렉션(오금로 36길 24) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,08,10,19,37,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,11,13,59,은평구,[은평구청] 8.5.(목)~8.8.(일) 불광수산(불광로28)방문자는 증상유무와 관계없이 가까운 선별진료소에서 검사를 받으시기 바랍니다.
2021,08,11,19,52,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,12,10,39,동작구,[동작구청] 휴가기간 방역수칙 준수. 가까운 선별진료소 방문 선제검사로 코로나19 확산방지에 동참해 주시기 바랍니다.
2021,08,12,13,57,구로구,[구로구청]8.9~8.12 기간중 구로동 소재 이마트구로점 방문자는 거주지 임시선별진료소에서 코로나19 검사를 받으시기 바랍니다(☎02-860-2012~2015)
2021,08,12,18,31,송파구,"[송파구청] 8.9.(월) 15:30~21:00 잠실6동 비너스플러스(올림픽로300, 롯데월드몰 2층) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다."
2021,08,12,19,23,중랑구,"[중랑구청] 7.30~8.12 늘푸른노래방(신내1), 25시노래연습장(상봉2) 방문자는 선별진료소에서 코로나19검사를 받으시기 바랍니다.(02-2094-0800)"
2021,08,12,19,30,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,13,15,04,동작구,[동작구청] 8.15(일)~16(월) 동작구청 및 사당문화회관 임시선별검사소가 미운영됨을 알려드립니다. ※ 동작구 보건소 선별진료소만 운영
2021,08,13,15,11,중랑구,[중랑구청] 60~74세 코로나19백신 미접종하신 분은 예약(8.2~8.18)후 병·의원에서 접종(8.5~8.25) 받으세요. 누리집 ncvr.kdca.go.kr
2021,08,13,16,24,강남구,"[강남구청] 8.6~8.12 강남구 '슈퍼스타노래연습장(학동로2길 50, 논현동 명성빌딩)' 방문자는 보건소에서 코로나 검사를 받으시기 바랍니다"
2021,08,13,17,45,양천구,[양천구청]60~74세 미접종자(1947~1961년생) 코로나19 백신(AZ)접종 사전예약 8.18.(수) 18시까지 신청 바랍니다. ncvr.kdca.go.kr
2021,08,14,18,10,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,15,17,25,동작구,"[동작구청] 8.6(금)~8.13(금) 동작구 옛골삼계탕(동작구 성대로1길1, 2층, 상도4동)에 방문하신분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,08,16,09,03,은평구,[은평구청] 8.5.(목)~8.15.(일) 제일시장(불광로28) 건물 방문자는 증상유무와 관계없이 가까운 선별진료소에서 검사를 받으시기 바랍니다.
2021,08,17,15,31,송파구,[송파구청] 8.12(목)~8.14(토) 11:00~20:00 방이2동 샤르망 헤어샵(위례성대로8길 55) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,08,17,19,12,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,18,16,48,강북구,"[강북구청]8.11~16 수유재래시장 내 수산마켓(어사또수유,수유로12길 81)방문자는 강북보건소(평일9~20:30,주말9~17:30)검사바랍니다☎901-7704"
2021,08,18,16,48,강북구,"[강북구청]8.11~16 수유재래시장 내 산골떡집(수유로12길 87) 방문자는 강북보건소(평일9~20:30,주말9~17:30)검사바랍니다.☎901-7704"
2021,08,18,19,37,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,19,16,47,중구,"[중구청]18~49세 예방접종 대상자는 온라인, 보건소(02-3396-8050)로 예약후 기간내 접종바람.추가예약기간:8.19~9.18 접종기간:8.26~9.30"
2021,08,20,08,52,종로구,[종로구청] 8.17.(화)~8.19.(목) 종로구 청운효자동주민센터(자하문로92) 방문자는 인근 보건소 선별진료소에서 코로나19 검사를 받으시기 바랍니다.
2021,08,20,09,43,종로구,[종로구청] 코로나19 확진자 발생으로 종로구 청운효자동주민센터 8. 20.(금) 금일 하루 폐쇄. 방문계획이 있으신 주민께서는 인근 동주민센터를 이용바랍니다.
2021,08,20,18,10,서초구,[서초구청] 8.15(일) 10:00~22:00 방배동 수정찜질방(동광로 43 지하 1층) 방문자는 가까운 선별진료소에서 코로나19 검사 받아주시기 바랍니다.
2021,08,20,19,15,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,21,10,46,마포구,"[마포구청] 오늘 불광천, 홍제천, 향동천 급격한 수위 상승으로 출입 통제하오니 하천 밖으로 이동하여 주시기 바랍니다."
2021,08,21,11,12,중랑구,"[중랑구청] 8.21(토) 10시 호우주의보 발효에 따라 관내하천(중랑천, 묵동천) 출입을 통제중이오니 주민분들께서는 하천 출입을 삼가하여 주시기 바랍니다."
2021,08,21,11,29,노원구,"[노원구청] 오늘 서울지역 많은 비가 예상되어 관내하천(중랑천,당현천,우이천,묵동천) 출입을 통제하오니 주민분들께서는 즉시 하천 밖으로 이동하여 주시기 바랍니다."
2021,08,21,11,41,은평구,"[은평구청] 강우가 지속됨에 따라 수위상승으로 인한 안전사고 예방을 위하여 불광천, 구파발천 출입을 통제하오니 하천밖으로 이동하여 주시기 바랍니다."
2021,08,21,12,47,송파구,[송파구청] 집중되는 호우로 인한 하천 수위 상승으로 위험이 예상되어 하천 출입을 통제하오니 안전에 유의하시기 바랍니다.
2021,08,21,13,09,마포구,[마포구청] 8월21일 12시 50분 불광천 수위상승으로 불광천 하부도로를 통제하오니. 인근차량은 우회하시기 바랍니다.
2021,08,22,18,32,광진구,[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.
2021,08,23,09,01,서초구,"[서초구청] 8.16(월)~19(목) 10시~20시 농협하나로클럽 양재점(청계산로10) 얌샘김밥, 꿀삐닭강정 이용객은 선별진료소에서 코로나19 검사바랍니다."
